order_id,order_date,customer_id,product_id,quantity,price
735,2024-01-12,349,20,2,160.81
736,2024-01-16,287,5,5,386.67
737,2024-05-09,502,9,5,462.11
738,2024-04-01,108,22,4,210.1
739,2024-01-06,384,8,1,491.19
740,2024-04-04,85,2,1,356.55
741,2024-04-05,816,22,2,155.01
742,2024-06-12,282,16,1,396.51
743,2024-04-02,486,42,5,472.51
744,2024-06-26,727,32,1,173.73
745,2024-03-26,969,46,4,453.37
746,2024-05-14,609,22,1,237.4
747,2024-02-18,66,19,1,480.41
748,2024-05-06,911,6,3,152.3
749,2024-03-29,82,11,5,265.41
750,2024-01-17,467,41,1,136.13
751,2024-02-14,40,14,4,234.86
752,2024-01-15,33,8,2,141.42
753,2024-02-26,384,4,1,125.62
754,2024-06-16,287,11,4,75.95
755,2024-04-14,903,8,5,80.49
756,2024-01-02,347,8,1,441.39
757,2024-03-06,934,22,5,121.93
758,2024-03-17,839,25,3,404.64
759,2024-04-17,584,39,5,138.0
760,2024-06-12,332,37,2,275.31
761,2024-02-01,909,15,2,188.47
762,2024-01-02,512,35,2,93.95
763,2024-06-21,572,21,5,325.76
764,2024-06-10,799,29,1,418.9
765,2024-06-17,841,10,1,220.69
766,2024-04-03,956,8,2,449.66
767,2024-01-17,811,2,1,444.15
768,2024-06-24,706,30,5,292.23
769,2024-02-26,70,38,4,474.15
770,2024-01-09,434,29,3,496.22
771,2024-06-15,870,36,5,196.82
772,2024-01-01,433,6,5,475.18
773,2024-02-24,841,36,2,15.3
774,2024-02-19,542,32,3,395.87
775,2024-04-04,914,32,2,430.8
776,2024-03-25,854,44,1,157.0
777,2024-01-27,527,48,2,142.72
778,2024-03-16,339,2,4,378.18
779,2024-03-24,601,39,3,299.87
780,2024-05-25,834,3,3,41.03
781,2024-06-01,90,45,1,362.95
782,2024-05-01,670,29,2,287.95
783,2024-04-28,308,31,5,49.33
784,2024-05-26,462,40,3,394.71
785,2024-05-05,196,19,4,458.08
786,2024-06-22,679,24,4,58.53
787,2024-03-07,907,28,4,44.86
788,2024-05-26,501,14,3,442.3
789,2024-03-27,763,34,2,198.27
790,2024-01-04,280,5,1,416.48
791,2024-05-09,936,29,3,427.07
792,2024-02-17,686,7,5,296.82
793,2024-04-11,753,49,4,460.26
794,2024-03-27,228,37,5,47.59
795,2024-04-29,93,7,4,263.22
796,2024-01-23,713,49,4,221.33
797,2024-05-09,460,40,2,446.94
798,2024-06-10,68,8,3,468.67
799,2024-05-21,640,21,4,345.28
800,2024-06-09,999,27,3,52.54
801,2024-01-21,570,3,2,248.79
802,2024-02-12,474,37,5,425.83
803,2024-02-03,314,31,1,88.62
804,2024-02-14,480,38,1,91.5
805,2024-02-16,818,29,5,68.71
806,2024-05-06,744,30,3,387.35
807,2024-06-06,678,9,5,393.75
808,2024-02-25,274,19,3,378.5
809,2024-06-08,993,27,3,236.94
810,2024-06-14,186,21,1,76.23
811,2024-05-11,882,9,4,255.25
812,2024-01-10,350,30,3,78.21
813,2024-04-12,633,4,5,471.48
814,2024-04-19,455,26,5,228.46
815,2024-01-16,659,37,3,23.31
816,2024-05-26,690,7,2,331.72
817,2024-02-13,64,31,3,468.38
818,2024-02-22,915,5,4,418.79
819,2024-05-22,333,31,4,209.2
820,2024-05-06,236,41,3,212.75
821,2024-05-25,5,31,4,201.38
822,2024-06-25,64,2,1,171.45
823,2024-05-04,745,28,1,232.22
824,2024-06-05,197,11,2,288.39
825,2024-02-08,254,41,1,191.11
826,2024-05-23,631,14,4,63.62
827,2024-05-18,18,46,4,333.51
828,2024-04-10,646,24,3,241.49
829,2024-02-19,849,9,5,67.32
830,2024-06-13,896,23,2,28.77
831,2024-02-16,860,16,5,201.87
832,2024-01-23,34,48,5,263.44
833,2024-02-13,807,39,3,194.76
834,2024-05-06,953,1,5,181.57
835,2024-05-18,49,38,3,69.12
836,2024-06-22,723,6,1,492.9
837,2024-05-09,683,50,3,484.63
838,2024-06-01,933,6,4,477.84
839,2024-05-15,241,12,2,23.88
840,2024-03-22,344,20,5,489.38
841,2024-01-18,686,7,4,93.36
842,2024-04-16,167,43,4,449.52
843,2024-05-19,999,27,5,391.85
844,2024-01-18,902,10,4,480.89
845,2024-02-05,444,39,4,247.92
846,2024-03-30,631,41,2,68.72
847,2024-05-10,498,35,1,433.33
848,2024-05-18,231,11,3,464.74
849,2024-03-19,121,37,4,413.28
850,2024-03-05,940,38,2,488.08
851,2024-04-17,185,4,1,402.26
852,2024-06-21,855,29,4,390.86
853,2024-03-21,369,22,1,123.14
854,2024-01-11,193,49,4,273.1
855,2024-01-21,142,41,3,272.78
856,2024-05-22,817,32,1,17.92
857,2024-01-04,917,3,1,459.12
858,2024-03-08,262,3,4,301.52
859,2024-06-20,496,8,1,309.12
860,2024-06-07,106,20,2,153.86
861,2024-05-30,689,18,3,420.33
862,2024-06-25,25,19,5,344.41
863,2024-01-24,297,34,4,160.5
864,2024-06-08,340,48,2,466.03
865,2024-04-09,348,23,3,348.89
866,2024-02-09,850,10,5,60.06
867,2024-04-01,162,26,1,266.37
868,2024-04-26,994,49,4,400.55
869,2024-06-08,166,14,1,331.12
870,2024-06-06,291,40,5,257.25
871,2024-03-10,324,36,2,404.04
872,2024-03-22,3,36,4,160.59
873,2024-01-28,470,5,3,119.27
874,2024-04-24,485,10,5,167.65
875,2024-02-21,513,27,4,490.7
876,2024-02-16,33,12,1,25.03
877,2024-05-14,209,19,3,469.34
878,2024-03-07,605,41,4,311.41
879,2024-04-17,553,49,4,450.64
880,2024-05-25,290,42,1,235.59
881,2024-04-26,887,15,1,278.16
882,2024-06-18,806,14,5,488.13
883,2024-03-31,606,8,4,237.82
884,2024-06-03,971,49,3,393.42
885,2024-06-13,458,38,2,446.21
886,2024-02-08,50,8,2,130.92
887,2024-01-14,108,14,5,489.55
888,2024-04-28,971,38,3,386.09
889,2024-06-29,532,47,3,425.63
890,2024-01-28,523,2,5,282.08
891,2024-06-18,755,37,2,55.39
892,2024-03-02,963,29,4,287.91
893,2024-04-10,318,6,5,163.7
894,2024-01-01,517,34,1,382.66
895,2024-06-25,46,29,5,289.31
896,2024-03-23,380,46,5,205.31
897,2024-05-10,244,13,4,61.54
898,2024-01-15,582,18,5,458.31
899,2024-06-12,26,1,2,289.77
900,2024-05-25,485,43,1,218.7
901,2024-06-08,480,49,1,296.75
902,2024-02-15,930,25,2,471.26
903,2024-03-04,7,13,4,217.64
904,2024-06-06,227,25,5,404.52
905,2024-06-09,604,19,3,175.63
906,2024-05-18,511,46,4,143.49
907,2024-04-19,745,35,2,368.73
908,2024-02-18,484,17,2,294.15
909,2024-06-15,98,18,3,54.38
910,2024-01-11,600,45,5,456.21
911,2024-03-29,297,29,1,441.31
912,2024-03-01,411,19,4,320.01
913,2024-01-08,914,5,2,490.17
914,2024-03-03,492,32,5,133.51
915,2024-02-14,279,18,4,407.05
916,2024-05-01,523,16,2,313.7
917,2024-03-01,588,30,1,142.69
918,2024-05-13,333,11,4,412.19
919,2024-04-04,338,34,4,10.37
920,2024-02-01,538,15,1,259.84
921,2024-01-06,959,38,3,226.68
922,2024-03-22,616,19,3,155.29
923,2024-03-26,531,20,3,265.5
924,2024-06-14,174,49,5,381.23
925,2024-05-12,529,40,5,497.09
926,2024-04-27,768,22,1,299.05
927,2024-05-15,166,45,4,39.09
928,2024-05-22,384,44,4,474.65
929,2024-03-11,54,16,5,119.79
930,2024-02-26,162,26,1,44.78
931,2024-05-28,150,48,5,222.53
932,2024-02-24,617,3,2,125.8
933,2024-03-19,41,7,2,253.58
934,2024-02-27,458,37,5,58.56
935,2024-04-09,59,50,1,89.42
936,2024-06-15,287,32,3,237.21
937,2024-06-06,668,20,5,488.97
938,2024-04-26,840,22,2,369.94
939,2024-05-23,264,49,1,90.65
940,2024-04-16,244,5,2,175.66
941,2024-06-24,369,42,4,128.99
942,2024-02-20,242,1,3,128.52
943,2024-02-03,546,33,5,154.55
944,2024-01-02,593,25,5,263.18
945,2024-05-12,926,28,2,314.05
946,2024-05-26,889,32,2,139.95
947,2024-03-13,757,36,3,424.88
948,2024-02-13,679,22,5,173.41
949,2024-02-13,99,15,5,76.53
950,2024-03-03,67,30,1,141.77
951,2024-02-28,953,37,5,135.89
952,2024-05-18,786,36,3,300.78
953,2024-03-14,486,31,2,321.21
954,2024-02-17,193,23,5,393.64
955,2024-05-28,188,7,4,325.2
956,2024-01-12,703,23,1,275.62
957,2024-03-17,141,39,3,304.94
958,2024-06-28,983,47,5,353.82
959,2024-03-23,411,38,1,170.69
960,2024-03-26,914,29,1,478.11
961,2024-01-28,613,33,5,346.66
962,2024-04-27,670,34,2,314.43
963,2024-01-21,884,42,4,134.8
964,2024-05-21,581,2,3,94.85
965,2024-04-20,506,30,1,426.5
966,2024-05-04,380,20,1,367.98
967,2024-05-21,187,24,4,24.83
968,2024-05-18,391,38,4,417.04
969,2024-05-09,317,12,4,442.61
970,2024-01-14,893,10,2,381.52
971,2024-06-17,534,34,3,113.32
972,2024-05-27,300,35,2,307.85
973,2024-02-10,781,41,5,170.05
974,2024-04-07,138,44,1,207.73
975,2024-06-15,325,6,4,262.47
976,2024-04-18,294,27,4,85.56
977,2024-05-28,492,23,3,381.97
978,2024-03-08,453,17,4,234.81
979,2024-05-15,266,42,3,295.9
980,2024-04-10,348,46,1,443.54
981,2024-05-15,116,1,4,448.52
982,2024-03-06,151,3,2,347.46
983,2024-06-15,270,38,5,447.17
984,2024-01-28,923,28,4,15.94
985,2024-03-29,761,12,2,293.37
986,2024-01-26,8,14,3,348.52
987,2024-01-01,205,43,5,348.3
988,2024-01-29,352,1,1,241.18
989,2024-01-18,492,33,1,231.93
990,2024-01-05,216,14,1,153.62
991,2024-06-07,764,12,5,489.82
992,2024-02-14,655,40,3,47.41
993,2024-03-28,264,4,3,493.02
994,2024-01-12,751,43,1,176.52
995,2024-01-07,66,27,4,321.7
996,2024-06-03,537,14,5,481.24
997,2024-05-12,597,10,2,425.68
998,2024-02-11,580,33,3,189.04
999,2024-04-17,101,38,2,62.44
1000,2024-03-10,622,4,2,368.06
1001,2024-02-16,517,14,4,144.95
1002,2024-04-22,858,38,2,269.62
1003,2024-06-13,861,22,1,367.61
1004,2024-03-08,779,27,1,284.66
1005,2024-06-18,618,30,2,450.7
1006,2024-05-16,859,1,4,413.69
1007,2024-01-13,295,35,4,340.36
1008,2024-02-22,571,44,4,293.65
1009,2024-01-15,83,23,3,329.78
1010,2024-01-12,361,22,4,315.6
1011,2024-05-28,210,43,3,431.67
1012,2024-04-08,55,36,4,50.6
1013,2024-05-07,451,40,3,241.51
1014,2024-05-17,11,25,2,413.81
1015,2024-03-09,574,46,3,93.77
1016,2024-02-17,230,47,3,291.25
1017,2024-04-21,139,50,1,31.26
1018,2024-04-01,903,7,3,265.8
1019,2024-04-30,372,29,2,307.35
1020,2024-04-25,491,11,1,66.0
1021,2024-03-30,725,26,2,419.07
1022,2024-05-19,330,42,5,298.21
1023,2024-05-26,56,44,2,151.76
1024,2024-02-05,417,9,5,273.3
1025,2024-02-02,209,22,2,461.31
1026,2024-06-07,475,49,4,456.51
1027,2024-04-24,596,43,4,115.47
1028,2024-05-14,176,4,3,386.18
1029,2024-01-11,487,45,5,368.12
1030,2024-04-02,526,19,5,233.37
1031,2024-05-01,598,9,3,247.44
1032,2024-04-12,538,40,1,345.71
1033,2024-05-05,639,31,5,394.89
1034,2024-01-28,785,9,2,347.69
1035,2024-05-04,148,46,5,401.87
1036,2024-03-09,708,47,5,209.5
1037,2024-04-21,979,46,5,409.83
1038,2024-03-17,728,12,5,78.86
1039,2024-05-08,999,9,3,318.75
1040,2024-06-07,838,50,2,150.22
1041,2024-02-23,953,10,5,469.31
1042,2024-05-08,820,22,5,468.2
1043,2024-04-08,921,31,1,239.8
1044,2024-05-26,647,25,1,211.13
1045,2024-03-11,352,43,2,24.96
1046,2024-02-01,527,50,2,77.48
1047,2024-03-17,371,11,3,73.53
1048,2024-04-18,869,45,3,385.66
1049,2024-04-06,620,2,5,420.49
1050,2024-02-05,853,14,4,498.14
1051,2024-05-24,959,16,3,150.98
1052,2024-03-15,974,10,3,60.84
1053,2024-01-17,719,3,2,125.15
1054,2024-02-08,23,33,1,404.61
1055,2024-03-19,103,35,4,499.76
1056,2024-02-22,957,42,1,311.58
1057,2024-02-03,984,35,4,388.44
1058,2024-02-11,98,37,5,352.41
1059,2024-03-26,26,4,2,484.48
1060,2024-03-29,150,32,3,448.34
1061,2024-02-17,459,10,1,164.34
1062,2024-04-28,330,29,3,185.36
1063,2024-05-18,734,48,1,286.05
1064,2024-05-16,238,47,5,189.83
1065,2024-04-08,141,45,2,53.18
1066,2024-02-18,583,5,3,63.24
1067,2024-03-02,390,14,1,337.73
1068,2024-01-29,676,28,1,249.4
1069,2024-05-21,400,11,2,94.7
1070,2024-05-10,100,19,4,155.07
1071,2024-03-11,127,47,1,36.9
1072,2024-06-16,562,33,1,23.64
1073,2024-01-17,692,29,3,264.69
1074,2024-04-26,2,39,5,386.96
1075,2024-06-02,624,2,1,351.61
1076,2024-06-05,204,13,5,44.27
1077,2024-05-23,316,9,1,264.45
1078,2024-05-24,404,22,2,427.25
1079,2024-06-13,744,3,1,452.27
1080,2024-01-11,25,24,2,239.84
1081,2024-01-09,786,44,1,478.32
1082,2024-05-27,252,12,4,421.89
1083,2024-01-15,185,4,1,423.64
1084,2024-03-05,935,5,1,333.14
1085,2024-03-01,546,7,5,237.88
1086,2024-05-11,434,33,4,132.63
1087,2024-06-15,813,18,4,395.09
1088,2024-02-21,607,4,3,158.45
1089,2024-02-28,572,8,5,256.78
1090,2024-02-25,217,3,2,379.63
1091,2024-06-17,455,31,1,286.89
1092,2024-03-01,249,17,4,483.41
1093,2024-05-13,431,32,5,311.03
1094,2024-03-14,447,39,3,72.11
1095,2024-02-16,752,44,3,234.89
1096,2024-03-10,937,47,3,30.59
1097,2024-03-21,231,25,3,112.64
1098,2024-02-15,942,50,5,33.6
1099,2024-05-19,238,20,4,360.66
1100,2024-06-26,922,9,4,450.56
1101,2024-03-11,377,30,5,116.42
1102,2024-04-04,663,34,4,480.08
1103,2024-02-10,275,4,4,240.81
1104,2024-02-09,550,25,3,84.07
1105,2024-05-29,893,42,1,298.35
1106,2024-01-31,821,8,5,59.16
1107,2024-03-19,346,36,4,418.48
1108,2024-03-31,868,9,1,86.61
1109,2024-03-05,479,23,1,231.61
1110,2024-06-02,185,37,3,359.63
1111,2024-04-08,130,46,5,249.21
1112,2024-05-01,283,46,4,34.52
1113,2024-05-08,423,35,2,487.95
1114,2024-02-20,808,10,2,228.99
1115,2024-02-26,467,33,5,427.03
1116,2024-06-02,261,9,4,121.69
1117,2024-04-27,71,12,4,122.18
1118,2024-05-13,787,26,4,468.65
1119,2024-01-24,928,45,3,131.78
1120,2024-03-24,307,15,5,205.48
1121,2024-05-09,341,2,4,339.92
1122,2024-01-10,16,9,5,354.75
1123,2024-06-19,159,13,3,190.9
1124,2024-01-12,580,27,3,460.91
1125,2024-05-29,359,35,2,394.68
1126,2024-04-17,155,31,2,419.8
1127,2024-01-18,15,9,1,491.16
1128,2024-06-29,842,31,3,338.52
1129,2024-02-06,564,23,2,486.33
1130,2024-04-23,941,48,2,222.57
1131,2024-01-10,273,40,3,407.86
1132,2024-04-24,715,37,4,495.98
1133,2024-03-25,23,21,5,51.24
1134,2024-06-12,12,22,3,472.63
1135,2024-03-18,504,2,1,228.4
1136,2024-02-19,327,10,1,104.24
1137,2024-01-02,776,29,2,478.9
1138,2024-04-20,955,25,2,388.32
1139,2024-02-26,109,35,2,434.43
1140,2024-05-29,314,34,3,407.81
1141,2024-02-13,86,20,1,279.47
1142,2024-06-18,74,38,2,111.62
1143,2024-06-15,72,49,3,11.42
1144,2024-04-28,485,13,2,258.33
1145,2024-05-25,642,33,1,311.38
1146,2024-01-02,324,28,4,374.63
1147,2024-04-27,740,45,5,164.47
1148,2024-03-07,19,28,4,235.27
1149,2024-02-15,895,46,3,296.01
1150,2024-05-21,666,41,1,22.25
1151,2024-06-09,455,4,5,255.81
1152,2024-04-19,933,16,2,208.24
1153,2024-04-20,493,29,1,482.52
1154,2024-02-24,266,30,5,486.62
1155,2024-05-24,252,38,4,271.29
1156,2024-04-03,974,15,3,346.37
1157,2024-02-18,983,30,1,358.37
1158,2024-06-17,94,40,5,377.01
1159,2024-05-26,733,16,5,436.12
1160,2024-01-17,444,28,2,97.98
1161,2024-05-25,588,46,2,456.77
1162,2024-01-22,68,37,5,16.49
1163,2024-02-23,56,12,5,197.53
1164,2024-04-21,689,48,1,224.96
1165,2024-05-04,781,22,1,396.75
1166,2024-05-01,32,27,4,351.45
1167,2024-03-24,486,18,5,57.56
1168,2024-03-17,108,17,4,252.24
1169,2024-01-02,328,39,2,83.86
1170,2024-01-31,225,23,3,177.06
1171,2024-05-08,94,40,5,165.08
1172,2024-03-27,861,50,3,436.04
1173,2024-01-12,725,17,4,405.91
1174,2024-03-22,43,33,4,151.94
1175,2024-04-21,503,12,4,213.19
1176,2024-02-17,134,38,5,454.66
1177,2024-03-02,441,48,1,133.18
1178,2024-06-21,18,25,5,176.37
1179,2024-03-27,29,47,1,416.44
1180,2024-05-21,884,19,5,312.64
1181,2024-03-22,227,23,2,233.12
1182,2024-03-06,335,12,5,222.15
1183,2024-02-25,499,8,3,285.97
1184,2024-02-03,368,25,1,198.13
1185,2024-01-19,272,9,1,226.59
1186,2024-02-17,532,16,3,43.83
1187,2024-03-05,986,8,4,469.63
1188,2024-02-26,891,4,5,370.43
1189,2024-03-24,840,9,3,420.81
1190,2024-02-02,857,24,3,184.27
1191,2024-04-08,509,49,3,96.36
1192,2024-06-07,721,5,5,191.63
1193,2024-04-18,119,1,5,468.17
1194,2024-04-14,429,17,2,402.88
1195,2024-01-17,23,10,3,343.01
1196,2024-06-17,316,3,4,93.13
1197,2024-02-21,898,45,2,355.76
1198,2024-04-04,412,46,4,420.05
1199,2024-01-27,816,32,1,202.3
1200,2024-03-13,983,16,2,43.93
1201,2024-03-08,153,17,1,484.51
1202,2024-03-25,97,46,1,61.8
1203,2024-01-17,904,15,2,210.02
1204,2024-05-08,583,3,3,463.31
1205,2024-05-18,847,23,5,61.18
1206,2024-04-26,314,23,5,261.11
1207,2024-06-13,556,45,3,487.61
1208,2024-04-29,382,49,4,499.77
1209,2024-05-21,828,36,2,447.19
1210,2024-06-09,538,42,2,154.01
1211,2024-02-06,436,31,3,398.66
1212,2024-06-12,955,5,4,373.19
1213,2024-02-13,197,38,4,236.37
1214,2024-02-07,797,6,5,330.67
1215,2024-03-07,744,32,4,396.92
1216,2024-03-17,587,29,5,230.13
1217,2024-01-13,887,9,3,431.42
1218,2024-02-04,143,5,5,438.05
1219,2024-01-16,605,11,4,301.38
1220,2024-01-09,520,30,5,120.43
1221,2024-05-06,454,50,1,106.31
1222,2024-06-15,509,48,5,19.69
1223,2024-01-28,260,37,4,461.46
1224,2024-01-08,302,41,1,175.33
1225,2024-02-10,852,24,1,10.24
1226,2024-02-26,739,49,4,315.5
1227,2024-06-19,918,4,4,146.82
1228,2024-04-07,504,1,5,203.38
1229,2024-01-23,183,4,5,135.05
1230,2024-06-16,235,33,4,330.63
1231,2024-05-07,568,12,2,329.74
1232,2024-03-12,538,33,3,172.37
1233,2024-03-26,301,17,2,333.91
1234,2024-04-02,429,47,5,197.11
1235,2024-03-31,23,21,1,150.06
1236,2024-06-17,415,21,3,356.96
1237,2024-04-12,955,33,1,132.89
1238,2024-04-14,596,31,5,453.81
1239,2024-06-02,197,5,5,71.31
1240,2024-06-09,304,7,4,290.67
1241,2024-04-05,262,34,2,219.94
1242,2024-04-26,507,47,1,260.19
1243,2024-02-08,396,10,4,490.98
1244,2024-04-12,59,27,5,266.09
1245,2024-03-09,669,4,3,50.34
1246,2024-05-07,84,6,3,438.6
1247,2024-04-26,588,48,3,317.46
1248,2024-02-23,273,9,2,217.78
1249,2024-01-10,177,9,5,440.04
1250,2024-03-19,806,7,3,206.87
1251,2024-06-08,931,8,3,495.48
1252,2024-05-24,932,42,1,316.58
1253,2024-05-12,316,22,2,366.77
1254,2024-04-13,324,20,2,378.99
1255,2024-05-08,229,32,2,173.24
1256,2024-06-07,800,24,1,224.98
1257,2024-04-12,453,50,2,348.56
1258,2024-06-26,333,36,2,346.0
1259,2024-06-12,157,18,4,435.34
1260,2024-04-08,560,15,1,39.54
1261,2024-05-06,435,30,5,321.4
1262,2024-03-31,650,4,2,153.27
1263,2024-04-27,397,11,3,413.0
1264,2024-01-31,914,11,5,20.75
1265,2024-05-09,486,6,1,349.86
1266,2024-06-11,364,41,2,45.31
1267,2024-01-20,296,37,2,93.22
1268,2024-01-22,663,10,4,216.23
1269,2024-02-24,380,23,1,367.69
1270,2024-01-17,978,19,1,300.01
1271,2024-02-28,326,22,1,246.45
1272,2024-06-08,935,14,4,10.48
1273,2024-01-15,659,17,1,235.08
1274,2024-03-29,591,37,4,284.59
1275,2024-02-24,536,37,1,230.78
1276,2024-03-15,401,25,2,371.33
1277,2024-01-03,260,3,5,186.33
1278,2024-05-23,802,12,1,290.44
1279,2024-04-02,863,44,1,450.34
1280,2024-03-31,564,10,1,128.99
1281,2024-01-16,558,41,1,475.92
1282,2024-06-09,997,23,3,280.1
1283,2024-03-24,778,32,2,186.63
1284,2024-02-28,69,19,4,109.3
1285,2024-03-08,496,8,4,362.88
1286,2024-01-04,280,4,4,409.48
1287,2024-01-27,594,18,5,209.1
1288,2024-05-22,989,16,1,240.66
1289,2024-05-06,325,22,1,260.42
1290,2024-05-02,99,37,2,129.74
1291,2024-04-06,787,28,1,324.95
1292,2024-06-15,621,18,3,72.19
1293,2024-04-20,751,10,2,309.84
1294,2024-04-16,255,49,3,261.2
1295,2024-02-20,625,47,3,232.65
1296,2024-03-31,347,11,1,189.15
1297,2024-01-10,248,2,3,39.25
1298,2024-03-11,994,41,2,97.57
1299,2024-03-23,776,43,3,225.83
1300,2024-04-06,25,2,3,193.79
1301,2024-02-25,829,35,1,227.18
1302,2024-01-14,670,20,5,184.2
1303,2024-05-15,822,40,2,174.87
1304,2024-01-14,581,27,5,334.45
1305,2024-06-12,692,6,2,84.35
1306,2024-02-25,698,48,2,481.07
1307,2024-02-27,541,39,5,28.8
1308,2024-02-07,417,9,4,59.16
1309,2024-01-17,181,39,2,92.87
1310,2024-05-26,285,48,5,351.94
1311,2024-04-25,441,37,1,311.72
1312,2024-05-31,295,48,5,355.74
1313,2024-05-10,794,27,3,337.78
1314,2024-06-01,884,50,4,222.73
1315,2024-06-09,295,24,5,368.15
1316,2024-06-05,224,14,2,119.71
1317,2024-04-13,35,3,2,132.47
1318,2024-06-14,740,43,4,181.92
1319,2024-04-14,374,36,4,225.63
1320,2024-01-26,829,5,4,81.59
1321,2024-05-24,43,25,4,397.84
1322,2024-05-26,729,14,2,273.5
1323,2024-03-26,15,14,3,447.08
1324,2024-04-02,34,12,3,57.14
1325,2024-03-28,840,49,5,344.43
1326,2024-02-06,342,34,2,207.99
1327,2024-01-25,14,16,1,304.66
1328,2024-05-14,784,5,1,98.51
1329,2024-01-10,932,41,5,261.81
1330,2024-02-13,536,2,4,282.07
1331,2024-03-14,80,48,2,356.43
1332,2024-06-04,396,40,1,166.71
1333,2024-01-29,788,8,5,188.83
1334,2024-04-21,965,42,4,42.42
1335,2024-06-18,625,48,5,17.44
1336,2024-04-13,81,10,3,88.91
1337,2024-02-29,606,33,2,198.51
1338,2024-02-08,881,49,5,128.74
1339,2024-01-16,739,38,3,384.97
1340,2024-02-07,104,42,3,479.98
1341,2024-06-18,956,6,1,210.09
1342,2024-05-27,615,47,5,149.08
1343,2024-01-05,757,2,2,150.04
1344,2024-03-01,308,42,1,67.49
1345,2024-04-24,46,1,3,181.12
1346,2024-04-04,802,1,4,367.45
1347,2024-03-23,130,10,4,485.58
1348,2024-01-26,622,36,2,185.74
1349,2024-02-26,49,34,4,80.34
1350,2024-01-12,589,16,3,12.77
1351,2024-05-29,790,21,5,237.77
1352,2024-01-19,917,28,1,346.73
1353,2024-01-09,827,26,1,400.05
1354,2024-03-07,622,34,1,107.43
1355,2024-01-31,210,49,1,90.74
1356,2024-06-19,711,11,5,171.52
1357,2024-04-30,144,34,3,26.74
1358,2024-04-18,186,17,1,486.54
1359,2024-03-10,619,45,3,167.06
1360,2024-04-29,296,27,3,78.86
1361,2024-01-09,373,14,1,121.87
1362,2024-01-18,708,15,3,224.94
1363,2024-02-08,86,11,5,448.06
1364,2024-01-17,954,34,2,247.01
1365,2024-02-22,381,20,4,285.61
1366,2024-03-27,927,48,5,387.26
1367,2024-04-27,864,42,2,244.92
1368,2024-02-14,389,40,5,277.31
1369,2024-05-15,267,9,5,79.81
1370,2024-05-22,316,49,3,218.43
1371,2024-01-08,669,40,3,246.01
1372,2024-02-25,105,8,5,299.01
1373,2024-05-16,4,5,5,424.32
1374,2024-05-29,650,33,2,271.13
1375,2024-02-12,596,48,1,337.99
1376,2024-01-18,483,43,2,220.72
1377,2024-01-17,135,11,3,241.79
1378,2024-04-05,58,29,1,232.81
1379,2024-02-29,181,46,3,442.18
1380,2024-01-05,460,1,5,26.7
1381,2024-01-29,386,26,1,191.78
1382,2024-04-04,616,34,1,339.82
1383,2024-01-23,774,2,1,492.04
1384,2024-01-24,834,1,4,297.74
1385,2024-04-24,830,22,5,203.53
1386,2024-05-03,370,11,3,99.09
1387,2024-02-11,5,33,3,229.58
1388,2024-02-08,239,47,5,299.72
1389,2024-06-14,353,19,4,448.39
1390,2024-06-20,23,14,1,390.74
1391,2024-04-05,581,13,3,194.56
1392,2024-05-08,107,30,4,175.27
1393,2024-02-14,203,43,3,309.81
1394,2024-06-07,998,2,4,443.81
1395,2024-05-28,619,45,5,432.36
1396,2024-04-11,167,8,3,220.63
1397,2024-06-06,206,40,2,227.38
1398,2024-05-04,259,30,1,197.03
1399,2024-03-19,591,18,4,437.93
1400,2024-05-05,446,1,3,25.68
1401,2024-05-28,611,17,3,499.75
1402,2024-01-08,372,24,2,99.09
1403,2024-05-19,285,50,5,120.55
1404,2024-01-19,417,30,2,88.91
1405,2024-06-07,728,25,5,138.89
1406,2024-03-26,775,10,5,460.68
1407,2024-03-21,309,37,1,127.2
1408,2024-01-21,61,45,2,340.86
1409,2024-04-26,333,25,2,353.13
1410,2024-04-23,87,5,3,484.32
1411,2024-02-19,980,4,2,188.31
1412,2024-05-07,920,50,4,36.44
1413,2024-03-19,537,39,5,10.67
1414,2024-04-18,970,36,1,176.16
1415,2024-02-21,419,3,1,434.82
1416,2024-05-14,507,21,2,256.82
1417,2024-01-17,370,34,5,105.5
1418,2024-04-18,139,15,4,75.2
1419,2024-06-04,560,38,4,12.35
1420,2024-04-23,214,29,3,89.13
1421,2024-03-06,827,43,4,199.66
1422,2024-04-05,582,6,5,343.06
1423,2024-03-10,755,35,4,451.44
1424,2024-02-15,860,10,2,133.87
1425,2024-02-04,595,40,4,316.12
1426,2024-03-09,307,27,4,92.67
1427,2024-04-02,510,40,5,94.03
1428,2024-01-24,853,18,5,326.71
1429,2024-01-01,521,1,5,487.13
1430,2024-03-29,819,24,4,168.14
1431,2024-06-11,464,48,5,242.41
1432,2024-01-04,875,28,3,381.95
1433,2024-05-31,758,41,5,304.86
1434,2024-04-28,477,30,3,139.88
1435,2024-01-20,240,13,1,220.16
1436,2024-02-08,266,25,3,297.67
1437,2024-05-11,97,6,3,170.85
1438,2024-03-25,41,42,5,360.99
1439,2024-03-17,245,47,1,330.97
1440,2024-04-04,847,6,3,24.58
1441,2024-03-25,944,45,1,165.41
1442,2024-04-28,350,30,2,279.48
1443,2024-02-19,471,41,1,385.24
1444,2024-06-23,356,30,4,332.24
1445,2024-06-17,546,24,1,131.64
1446,2024-02-07,12,29,4,474.1
